ndc_description,ndc,nadac_per_unit,effective_date,pricing_unit,pharmacy_type_indicator,otc,explanation_code,classification_for_rate_setting,corresponding_generic_drug_nadac_per_unit,corresponding_generic_drug_effective_date,as_of_date
"LAMIVUDINE-ZIDOVUDINE TABLET",65862059760,0.79953,05/17/2023,EA,C/I,N,4,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",00904700861,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",13668004701,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",13668004705,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",16714019501,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",16714070101,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",29300011201,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",29300011205,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",29300011210,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",51672413101,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",62332003831,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",65862022801,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",68084031901,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",68084031911,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",68382000801,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",68382000810,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",72888002600,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",72888002601,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 100 MG TABLET",72888002605,0.05177,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 150 MG TABLET",13668004805,0.07131,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 150 MG TABLET",13668004860,0.07131,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 150 MG TABLET",16714019601,0.07131,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 150 MG TABLET",16714070201,0.07131,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 150 MG TABLET",29300011305,0.07131,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 150 MG TABLET",29300011316,0.07131,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 150 MG TABLET",51672413204,0.07131,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 150 MG TABLET",60687069301,0.07131,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 150 MG TABLET",60687069311,0.07131,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 150 MG TABLET",62332003960,0.07131,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 150 MG TABLET",65862022901,0.07131,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 150 MG TABLET",65862022960,0.07131,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 150 MG TABLET",68382000905,0.07131,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 150 MG TABLET",68382000914,0.07131,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 150 MG TABLET",72888002705,0.07131,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 150 MG TABLET",72888002760,0.07131,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",13668004905,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",13668004960,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",16714019701,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",16714070301,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",29300011405,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",29300011416,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",51672413304,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",60687070401,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",60687070411,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",62332004060,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",65862023001,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",65862023060,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",65862023099,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",68382001005,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",68382001014,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",72888002805,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 200 MG TABLET",72888002860,0.07961,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG DISPER TAB",16571078601,0.20702,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG DISPER TAB",55111022605,0.20702,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG DISPER TAB",62332009631,0.20702,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG DISPER TAB",65862036201,0.20702,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG DISPER TAB",68462022901,0.20702,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",00904700761,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",13668004501,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",13668004505,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",16714019401,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",16714070001,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",29300011101,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",29300011105,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",29300011110,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",51672413001,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",62332003731,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",65862022701,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",68084031801,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",68084031811,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",68382000601,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",68382000610,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",72888002500,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",72888002501,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 25 MG TABLET",72888002505,0.03029,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 5 MG DISPER TABLET",16571078501,0.20759,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 5 MG DISPER TABLET",62332009531,0.20759,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 5 MG DISPER TABLET",65862036101,0.20759,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE 5 MG DISPER TABLET",68462022801,0.20759,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 100 MG TABLET",00228142203,0.72815,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 100 MG TABLET",13668034130,0.72815,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 100 MG TABLET",16714062501,0.72815,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 100 MG TABLET",31722024230,0.72815,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 100 MG TABLET",49884056311,0.72815,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 100 MG TABLET",55111071930,0.72815,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 100 MG TABLET",65162095803,0.72815,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 100 MG TABLET",68382098106,0.72815,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 200 MG TABLET",00228145303,0.96209,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 200 MG TABLET",13668034230,0.96209,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 200 MG TABLET",16714062601,0.96209,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 200 MG TABLET",31722024330,0.96209,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 200 MG TABLET",49884056411,0.96209,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 200 MG TABLET",55111072030,0.96209,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 200 MG TABLET",65162098603,0.96209,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 200 MG TABLET",68382098206,0.96209,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 25 MG TABLET",00228141003,0.63947,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LAMOTRIGINE ER 25 MG TABLET",13668033930,0.63947,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LAMOTRIGINE ER 25 MG TABLET",16714062301,0.63947,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LAMOTRIGINE ER 25 MG TABLET",31722024030,0.63947,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LAMOTRIGINE ER 25 MG TABLET",49884056111,0.63947,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LAMOTRIGINE ER 25 MG TABLET",55111071730,0.63947,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LAMOTRIGINE ER 25 MG TABLET",65162094903,0.63947,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LAMOTRIGINE ER 25 MG TABLET",68382097906,0.63947,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LAMOTRIGINE ER 250 MG TABLET",00228163803,2.87673,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 250 MG TABLET",16714089301,2.87673,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 250 MG TABLET",31722024430,2.87673,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 250 MG TABLET",49884060411,2.87673,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 250 MG TABLET",55111041930,2.87673,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 250 MG TABLET",65162098803,2.87673,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 250 MG TABLET",68382098306,2.87673,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 300 MG TABLET",00228158003,2.18798,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 300 MG TABLET",16714062701,2.18798,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 300 MG TABLET",31722024530,2.18798,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 300 MG TABLET",49884060511,2.18798,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 300 MG TABLET",55111042830,2.18798,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 300 MG TABLET",65162099003,2.18798,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 300 MG TABLET",68382098406,2.18798,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 50 MG TABLET",00228143503,1.02465,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 50 MG TABLET",13668034030,1.02465,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 50 MG TABLET",16714062401,1.02465,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 50 MG TABLET",31722024130,1.02465,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 50 MG TABLET",49884056211,1.02465,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 50 MG TABLET",55111071830,1.02465,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 50 MG TABLET",65162095603,1.02465,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ER 50 MG TABLET",68382098006,1.02465,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ODT 100 MG TABLET",27241018530,3.50128,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ODT 100 MG TABLET",43598055230,3.50128,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ODT 100 MG TABLET",49884048611,3.50128,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ODT 100 MG TABLET",69918037030,3.50128,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ODT 200 MG TABLET",27241018630,2.99100,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ODT 200 MG TABLET",43598055330,2.99100,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ODT 200 MG TABLET",49884048711,2.99100,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ODT 200 MG TABLET",69918038030,2.99100,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ODT 25 MG TABLET",27241018330,1.10407,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ODT 25 MG TABLET",43598055030,1.10407,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ODT 25 MG TABLET",49884048411,1.10407,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ODT 25 MG TABLET",69918035030,1.10407,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ODT 50 MG TABLET",27241018430,3.35450,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ODT 50 MG TABLET",43598055130,3.35450,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ODT 50 MG TABLET",49884048511,3.35450,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LAMOTRIGINE ODT 50 MG TABLET",69918036030,3.35450,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",00093735056,0.16192,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",00378801593,0.16192,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",16571069703,0.16192,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",31722057030,0.16192,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",31722057090,0.16192,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",55111039830,0.16192,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",55111039890,0.16192,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",60687011111,0.16192,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",60687011121,0.16192,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",62175041532,0.16192,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",62756092383,0.16192,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",67877027430,0.16192,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",68001011104,0.16192,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",68001011105,0.16192,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",70756080630,0.16192,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",00536123613,0.46987,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",00536132413,0.46987,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",00536136813,0.46987,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",00536136888,0.46987,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",16571074242,0.46987,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",45802024501,0.46987,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",45802024502,0.46987,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",45802024503,0.46987,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",45802087801,0.46987,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",45802087802,0.46987,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",45802087803,0.46987,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",46122010774,0.46987,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",70000006901,0.46987,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",70000006902,0.46987,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG CAPSULE",70000006903,0.46987,09/20/2023,EA,C/I,Y,1,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG ODT",00093300819,3.15966,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG ODT",00093300893,3.15966,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG ODT",00378698132,3.15966,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG ODT",00378698188,3.15966,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG ODT",16714018501,3.15966,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG ODT",16714018502,3.15966,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG ODT",43598056078,3.15966,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG ODT",43598056079,3.15966,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG ODT",68382077130,3.15966,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LANSOPRAZOLE DR 15 MG ODT",68382077177,3.15966,08/23/2023,EA,C/I,N,4,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",00093735156,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",00378803005,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",00378803077,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",00378803093,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",00904666245,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",16571069803,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",16571069809,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",16571069850,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",31722057105,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",31722057130,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",31722057190,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",51079012101,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",51079012108,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",55111039905,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",55111039990,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",60687012301,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",60687012311,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",62175043032,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",62175043041,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",62175043046,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",62756092418,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",62756092488,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",63739055510,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",67877027590,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",68001011203,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",68001011204,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",68001011205,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",70700026305,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",70700026330,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",70700026390,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",70756080751,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",70756080790,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG CAPSULE",82009003905,0.11231,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG ODT",00093300919,3.96528,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG ODT",00093300993,3.96528,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG ODT",00378698232,3.96528,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG ODT",00378698285,3.96528,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG ODT",00378698288,3.96528,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG ODT",16714018601,3.96528,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG ODT",16714018602,3.96528,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
"LANSOPRAZOLE DR 30 MG ODT",43598056178,3.96528,09/20/2023,EA,C/I,N,1,G,,,10/04/2023
